Record,Date,TIMEVALUE,Serial Time,Time Test,Temp (F),Temp (C ),dew_pt,hum,Wind Speed (mph),Wind Speed (m/s),Vh,Power Generation,KWH,Capacity Factor,wind_gust,dir,vis,pressure,wind_chill,heat_index,precip,precip_rate,precip_total,Weather Condition,fog,rain,snow,hail,thunder,tornado,Condition
1732,3/13/2016 3:51,3:51:00 AM,3667002660,1,50,10,42.1,74,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,29.99,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1734,3/13/2016 5:51,5:51:00 AM,3667009860,1,50,10,43,77,10.4,4.65,9.28,923894.09,923.89,0.46,NA,WSW,10,30,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1832,3/17/2016 7:51,7:51:00 AM,3667362660,1,48,8.89,44.1,86,5.8,2.59,5.17,160252.99,160.25,0.08,NA,WSW,10,29.89,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1833,3/17/2016 8:51,8:51:00 AM,3667366260,1,48.9,9.39,43,80,5.8,2.59,5.17,160252.99,160.25,0.08,NA,WSW,10,29.88,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1838,3/17/2016 13:51,1:51:00 PM,3667384260,1,61,16.11,42.1,50,11.5,5.14,10.26,1249153.17,1249.15,0.62,20.7,WSW,10,29.81,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1840,3/17/2016 15:51,3:51:00 PM,3667391460,1,61,16.11,34,36,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,29.77,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
1845,3/17/2016 20:51,8:51:00 PM,3667409460,1,52,11.11,36,54,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,WSW,10,29.82,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
1849,3/18/2016 0:51,12:51:00 AM,3667423860,1,48.9,9.39,37,64,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,29.81,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
1853,3/18/2016 4:51,4:51:00 AM,3667438260,1,46.9,8.28,34,61,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,29.81,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0,1
1854,3/18/2016 5:51,5:51:00 AM,3667441860,1,48,8.89,32,54,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,29.81,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0,1
1932,3/21/2016 11:51,11:51:00 AM,3667722660,1,44.1,6.72,28.9,55,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,29.83,38.1,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
1956,3/22/2016 11:51,11:51:00 AM,3667809060,1,46.9,8.28,17.1,30,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,30.19,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1976,3/23/2016 7:51,7:51:00 AM,3667881060,1,48,8.89,39,71,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,29.96,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1977,3/23/2016 8:51,8:51:00 AM,3667884660,1,52,11.11,37,57,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,29.97,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1978,3/23/2016 9:51,9:51:00 AM,3667888260,1,57,13.89,35.1,44,16.1,7.2,14.36,2000000,2000,1,NA,WSW,10,29.97,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1979,3/23/2016 10:51,10:51:00 AM,3667891860,1,61,16.11,34,36,15,6.71,13.38,2000000,2000,1,NA,WSW,10,29.97,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1981,3/23/2016 12:51,12:51:00 PM,3667899060,1,66.9,19.39,30,25,16.1,7.2,14.36,2000000,2000,1,NA,WSW,10,29.96,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
1985,3/23/2016 16:51,4:51:00 PM,3667913460,1,71.1,21.72,30.9,23,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,29.94,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
2206,4/1/2016 21:51,9:51:00 PM,3668709060,1,64,17.78,60.1,87,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,10,29.6,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
2207,4/1/2016 22:51,10:51:00 PM,3668712660,1,63,17.22,60.1,90,10.4,4.65,9.28,923894.09,923.89,0.46,NA,WSW,10,29.62,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
2348,4/7/2016 19:51,7:51:00 PM,3669220260,1,54,12.22,42.1,64,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,29.43,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
2355,4/8/2016 2:51,2:51:00 AM,3669245460,1,48,8.89,39,71,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,29.51,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
2359,4/8/2016 6:51,6:51:00 AM,3669259860,1,44.1,6.72,32,63,17.3,7.73,15.43,2000000,2000,1,NA,WSW,10,29.56,36.5,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
2361,4/8/2016 8:51,8:51:00 AM,3669267060,1,46.9,8.28,33.1,59,20.7,9.25,18.46,2000000,2000,1,28.8,WSW,10,29.6,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
2366,4/8/2016 13:51,1:51:00 PM,3669285060,1,48.9,9.39,24.1,38,18.4,8.23,16.41,2000000,2000,1,28.8,WSW,10,29.64,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
2412,4/10/2016 11:51,11:51:00 AM,3669450660,1,42.1,5.61,17.1,37,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,30.34,37.1,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
2618,4/19/2016 1:51,1:51:00 AM,3670192260,1,57,13.89,37,47,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,30.04,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
2619,4/19/2016 2:51,2:51:00 AM,3670195860,1,55.9,13.28,37.9,51,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,30,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
2620,4/19/2016 3:51,3:51:00 AM,3670199460,1,53.1,11.72,39.9,61,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,29.99,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
2622,4/19/2016 5:51,5:51:00 AM,3670206660,1,57.9,14.39,39,49,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,29.96,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
2623,4/19/2016 6:51,6:51:00 AM,3670210260,1,57,13.89,41,55,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,10,29.96,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
2715,4/23/2016 2:51,2:51:00 AM,3670541460,1,61,16.11,59,93,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,9,29.8,NA,NA,0.02,NA,NA,Light Rain,0,1,0,0,0,0,5
2717,4/23/2016 4:51,4:51:00 AM,3670548660,1,61,16.11,59,93,4.6,2.06,4.1,79945.8,79.95,0.04,NA,WSW,6,29.78,NA,NA,0.01,NA,NA,Light Rain,0,1,0,0,0,0,5
2795,4/26/2016 10:51,10:51:00 AM,3670829460,1,60.1,15.61,53.1,78,5.8,2.59,5.17,160252.99,160.25,0.08,NA,WSW,10,29.7,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
2832,4/27/2016 23:51,11:51:00 PM,3670962660,1,52,11.11,46.9,83,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,29.93,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
2833,4/28/2016 0:51,12:51:00 AM,3670966260,1,51.1,10.61,46.9,86,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,10,29.94,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3085,5/8/2016 12:51,12:51:00 PM,3671873460,1,63,17.22,55,75,10.4,4.65,9.28,923894.09,923.89,0.46,NA,WSW,10,29.65,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3095,5/8/2016 22:51,10:51:00 PM,3671909460,1,57,13.89,30.9,37,5.8,2.59,5.17,160252.99,160.25,0.08,NA,WSW,10,29.92,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3103,5/9/2016 6:51,6:51:00 AM,3671938260,1,54,12.22,43,66,5.8,2.59,5.17,160252.99,160.25,0.08,NA,WSW,10,29.99,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3104,5/9/2016 7:51,7:51:00 AM,3671941860,1,55.9,13.28,37.9,51,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,10,30,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3105,5/9/2016 8:51,8:51:00 AM,3671945460,1,59,15,36,42,10.4,4.65,9.28,923894.09,923.89,0.46,NA,WSW,10,30.01,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3106,5/9/2016 9:51,9:51:00 AM,3671949060,1,62.1,16.72,39,43,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,30.01,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3111,5/9/2016 14:51,2:51:00 PM,3671967060,1,72,22.22,37,28,19.6,8.76,17.48,2000000,2000,1,27.6,WSW,10,29.98,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3114,5/9/2016 17:51,5:51:00 PM,3671977860,1,69.1,20.61,41,36,16.1,7.2,14.36,2000000,2000,1,NA,WSW,10,29.95,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3116,5/9/2016 19:51,7:51:00 PM,3671985060,1,64.9,18.28,42.1,43,17.3,7.73,15.43,2000000,2000,1,NA,WSW,10,30,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3118,5/9/2016 21:51,9:51:00 PM,3671992260,1,62.1,16.72,44.1,52,10.4,4.65,9.28,923894.09,923.89,0.46,NA,WSW,10,30.07,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3135,5/10/2016 14:51,2:51:00 PM,3672053460,1,57.9,14.39,30,35,18.4,8.23,16.41,2000000,2000,1,NA,WSW,10,30.24,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3136,5/10/2016 15:51,3:51:00 PM,3672057060,1,57,13.89,35.1,44,15,6.71,13.38,2000000,2000,1,NA,WSW,10,30.21,NA,NA,0,NA,NA,Light Rain,0,1,0,0,0,0,5
3138,5/10/2016 17:51,5:51:00 PM,3672064260,1,57.9,14.39,41,53,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,WSW,10,30.19,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3142,5/10/2016 21:51,9:51:00 PM,3672078660,1,55.9,13.28,46.9,72,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,30.19,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3143,5/10/2016 22:51,10:51:00 PM,3672082260,1,55.9,13.28,46,69,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,30.19,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3144,5/10/2016 23:51,11:51:00 PM,3672085860,1,55,12.78,45,69,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,30.19,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3214,5/13/2016 21:51,9:51:00 PM,3672337860,1,62.1,16.72,60.1,93,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,5,29.81,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3238,5/14/2016 21:51,9:51:00 PM,3672424260,1,60.1,15.61,54,80,15,6.71,13.38,2000000,2000,1,NA,WSW,10,29.66,NA,NA,0,NA,NA,Overcast,0,0,0,0,0,0,5
3252,5/15/2016 11:51,11:51:00 AM,3672474660,1,57,13.89,36,45,21.9,9.79,19.53,2000000,2000,1,31.1,WSW,10,29.78,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3285,5/16/2016 20:51,8:51:00 PM,3672593460,1,64,17.78,33.1,31,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,30.1,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3286,5/16/2016 21:51,9:51:00 PM,3672597060,1,60.1,15.61,36,41,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,30.13,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3288,5/16/2016 23:51,11:51:00 PM,3672604260,1,57.9,14.39,39,49,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,30.15,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3289,5/17/2016 0:51,12:51:00 AM,3672607860,1,57,13.89,39.9,53,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,30.16,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3290,5/17/2016 1:51,1:51:00 AM,3672611460,1,57,13.89,39.9,53,17.3,7.73,15.43,2000000,2000,1,NA,WSW,10,30.17,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3291,5/17/2016 2:51,2:51:00 AM,3672615060,1,55.9,13.28,41,57,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,WSW,10,30.17,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3292,5/17/2016 3:51,3:51:00 AM,3672618660,1,55.9,13.28,39.9,55,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,30.17,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3294,5/17/2016 5:51,5:51:00 AM,3672625860,1,55.9,13.28,39,53,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,30.18,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3295,5/17/2016 6:51,6:51:00 AM,3672629460,1,55.9,13.28,43,62,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,10,30.19,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3297,5/17/2016 8:51,8:51:00 AM,3672636660,1,57.9,14.39,42.1,56,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,30.22,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3304,5/17/2016 15:51,3:51:00 PM,3672661860,1,60.1,15.61,48.9,67,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,WSW,10,30.18,NA,NA,0,NA,NA,Light Rain,0,1,0,0,0,0,5
3314,5/18/2016 1:51,1:51:00 AM,3672697860,1,54,12.22,51.1,90,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,10,30.12,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3345,5/19/2016 8:51,8:51:00 AM,3672809460,1,59,15,46,62,3.5,1.56,3.12,35214.89,35.21,0.02,NA,WSW,10,30.12,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3456,5/23/2016 23:51,11:51:00 PM,3673209060,1,63,17.22,48,58,10.4,4.65,9.28,923894.09,923.89,0.46,NA,WSW,10,29.93,NA,NA,0,NA,NA,Light Rain,0,1,0,0,0,0,5
3480,5/24/2016 23:51,11:51:00 PM,3673295460,1,62.1,16.72,57,84,4.6,2.06,4.1,79945.8,79.95,0.04,NA,WSW,10,30,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3481,5/25/2016 0:51,12:51:00 AM,3673299060,1,62.1,16.72,57,84,4.6,2.06,4.1,79945.8,79.95,0.04,NA,WSW,10,30.01,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3483,5/25/2016 2:51,2:51:00 AM,3673306260,1,59,15,55.9,90,4.6,2.06,4.1,79945.8,79.95,0.04,NA,WSW,10,30.01,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3487,5/25/2016 6:51,6:51:00 AM,3673320660,1,63,17.22,55,75,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,10,30.06,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3488,5/25/2016 7:51,7:51:00 AM,3673324260,1,66.9,19.39,55,66,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,10,30.07,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3491,5/25/2016 10:51,10:51:00 AM,3673335060,1,79,26.11,50,36,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,30.08,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3503,5/25/2016 22:51,10:51:00 PM,3673378260,1,73.9,23.28,48.9,41,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,30.06,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3504,5/25/2016 23:51,11:51:00 PM,3673381860,1,71.1,21.72,52,51,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,10,30.06,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3506,5/26/2016 1:51,1:51:00 AM,3673389060,1,70,21.11,53.1,55,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,30.07,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3507,5/26/2016 2:51,2:51:00 AM,3673392660,1,66.9,19.39,53.1,61,4.6,2.06,4.1,79945.8,79.95,0.04,NA,WSW,10,30.08,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3766,6/5/2016 21:51,9:51:00 PM,3674325060,1,70,21.11,64.9,84,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,29.66,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3767,6/5/2016 22:51,10:51:00 PM,3674328660,1,69.1,20.61,64.9,87,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,29.66,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3770,6/6/2016 1:51,1:51:00 AM,3674339460,1,68,20,64.9,90,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,29.66,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3771,6/6/2016 2:51,2:51:00 AM,3674343060,1,68,20,64.9,90,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,29.66,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
3774,6/6/2016 5:51,5:51:00 AM,3674353860,1,66.9,19.39,64.9,93,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,5,29.66,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3775,6/6/2016 6:51,6:51:00 AM,3674357460,1,69.1,20.61,64.9,87,10.4,4.65,9.28,923894.09,923.89,0.46,NA,WSW,8,29.68,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3781,6/6/2016 12:51,12:51:00 PM,3674379060,1,81,27.22,57.9,45,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,29.69,NA,81.1,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3811,6/7/2016 18:51,6:51:00 PM,3674487060,1,73.9,23.28,55.9,53,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,29.48,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3827,6/8/2016 10:51,10:51:00 AM,3674544660,1,69.1,20.61,46,44,17.3,7.73,15.43,2000000,2000,1,20.7,WSW,10,29.61,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3828,6/8/2016 11:51,11:51:00 AM,3674548260,1,68,20,45,43,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,WSW,10,29.6,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
3891,6/11/2016 2:51,2:51:00 AM,3674775060,1,61,16.11,50,67,5.8,2.59,5.17,160252.99,160.25,0.08,NA,WSW,10,30.04,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3892,6/11/2016 3:51,3:51:00 AM,3674778660,1,62.1,16.72,46.9,58,5.8,2.59,5.17,160252.99,160.25,0.08,NA,WSW,10,30.05,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3915,6/12/2016 2:51,2:51:00 AM,3674861460,1,73.9,23.28,61,64,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,29.69,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
3917,6/12/2016 4:51,4:51:00 AM,3674868660,1,73,22.78,64,73,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,29.65,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3919,6/12/2016 6:51,6:51:00 AM,3674875860,1,79,26.11,66,64,12.7,5.68,11.33,1682415.79,1682.42,0.84,NA,WSW,10,29.65,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3921,6/12/2016 8:51,8:51:00 AM,3674883060,1,84,28.89,66,55,19.6,8.76,17.48,2000000,2000,1,25.3,WSW,10,29.63,NA,86.3,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
3993,6/15/2016 8:51,8:51:00 AM,3675142260,1,75,23.89,48,38,6.9,3.08,6.15,269817.08,269.82,0.13,NA,WSW,10,30,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4034,6/17/2016 1:51,1:51:00 AM,3675289860,1,64,17.78,60.1,87,4.6,2.06,4.1,79945.8,79.95,0.04,NA,WSW,10,29.81,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4058,6/18/2016 1:51,1:51:00 AM,3675376260,1,60.1,15.61,55.9,86,5.8,2.59,5.17,160252.99,160.25,0.08,NA,WSW,10,30.13,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0,1
4059,6/18/2016 2:51,2:51:00 AM,3675379860,1,61,16.11,54,78,4.6,2.06,4.1,79945.8,79.95,0.04,NA,WSW,10,30.13,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0,1
4064,6/18/2016 7:51,7:51:00 AM,3675397860,1,70,21.11,48,46,3.5,1.56,3.12,35214.89,35.21,0.02,NA,WSW,10,30.21,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4130,6/21/2016 1:51,1:51:00 AM,3675635460,1,73.9,23.28,61,64,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,29.85,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4133,6/21/2016 4:51,4:51:00 AM,3675646260,1,73.9,23.28,64,71,15,6.71,13.38,2000000,2000,1,NA,WSW,10,29.79,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4134,6/21/2016 5:51,5:51:00 AM,3675649860,1,75.9,24.39,64,67,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,29.79,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4140,6/21/2016 11:51,11:51:00 AM,3675671460,1,84.9,29.39,52,32,10.4,4.65,9.28,923894.09,923.89,0.46,NA,WSW,10,29.85,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4162,6/22/2016 9:51,9:51:00 AM,3675750660,1,81,27.22,53.1,38,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,29.81,NA,80.4,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
4185,6/23/2016 8:51,8:51:00 AM,3675833460,1,78.1,25.61,57,48,3.5,1.56,3.12,35214.89,35.21,0.02,NA,WSW,10,29.88,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4253,6/26/2016 4:51,4:51:00 AM,3676078260,1,66.9,19.39,57,70,4.6,2.06,4.1,79945.8,79.95,0.04,NA,WSW,10,30.24,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4254,6/26/2016 5:51,5:51:00 AM,3676081860,1,66.9,19.39,57.9,73,4.6,2.06,4.1,79945.8,79.95,0.04,NA,WSW,10,30.23,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4415,7/2/2016 22:51,10:51:00 PM,3676661460,1,73.9,23.28,50,43,15,6.71,13.38,2000000,2000,1,NA,WSW,10,30.07,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4416,7/2/2016 23:51,11:51:00 PM,3676665060,1,73.9,23.28,50,43,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,30.07,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4440,7/3/2016 23:51,11:51:00 PM,3676751460,1,73,22.78,61,66,13.8,6.17,12.31,2000000,2000,1,NA,WSW,10,30.09,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4441,7/4/2016 0:51,12:51:00 AM,3676755060,1,71.1,21.72,64,78,11.5,5.14,10.26,1249153.17,1249.15,0.62,NA,WSW,10,30.09,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4442,7/4/2016 1:51,1:51:00 AM,3676758660,1,70,21.11,63,78,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,30.08,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4443,7/4/2016 2:51,2:51:00 AM,3676762260,1,69.1,20.61,60.1,73,9.2,4.11,8.21,639566.42,639.57,0.32,NA,WSW,10,30.08,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4444,7/4/2016 3:51,3:51:00 AM,3676765860,1,69.1,20.61,60.1,73,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,30.07,NA,NA,NA,NA,NA,Overcast,0,0,0,0,0,0,5
4445,7/4/2016 4:51,4:51:00 AM,3676769460,1,66.9,19.39,59,76,5.8,2.59,5.17,160252.99,160.25,0.08,NA,WSW,10,30.07,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0,4
4447,7/4/2016 6:51,6:51:00 AM,3676776660,1,70,21.11,61,73,8.1,3.62,7.22,436492.95,436.49,0.22,NA,WSW,10,30.1,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0,2
4448,7/4/2016 7:51,7:51:00 AM,3676780260,1,72,22.22,61,68,5.8,2.59,5.17,160252.99,160.25,0.08,NA,WSW,10,30.1,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0,3
